,002_arousal,002_valence,018_arousal,018_valence,014_arousal,014_valence,010_arousal,010_valence,008_arousal,008_valence
211,0.10986328125,0.63720703125,0.0,0.0,0.185546875,-0.5712890625,-0.03662109375,-0.05615234375,0.03173828125,0.41748046875
212,0.10498046875,0.634765625,0.0,0.0,0.18798828125,-0.57373046875,-0.03662109375,-0.07080078125,0.03173828125,0.42724609375
213,0.10009765625,0.63232421875,0.0,0.0,0.1904296875,-0.57373046875,-0.03662109375,-0.087890625,0.0341796875,0.4345703125
214,0.09521484375,0.6298828125,0.0,0.0,0.19287109375,-0.576171875,-0.03662109375,-0.09765625,0.0341796875,0.43701171875
215,0.08544921875,0.625,0.0,0.0,0.1953125,-0.576171875,-0.03662109375,-0.107421875,0.0341796875,0.439453125
216,0.08056640625,0.62255859375,0.0,0.0,0.1953125,-0.57861328125,-0.03662109375,-0.1171875,0.0341796875,0.4443359375
217,0.07568359375,0.6201171875,0.0,0.0,0.19775390625,-0.57861328125,-0.0341796875,-0.126953125,0.0341796875,0.44921875
218,0.07080078125,0.61767578125,0.0,0.0,0.19775390625,-0.57861328125,-0.0341796875,-0.13427734375,0.0341796875,0.4541015625
219,0.068359375,0.615234375,0.0,0.0,0.19775390625,-0.57861328125,-0.0341796875,-0.14404296875,0.0341796875,0.45654296875
220,0.0634765625,0.61279296875,0.0,0.0,0.2001953125,-0.57861328125,-0.0341796875,-0.146484375,0.0341796875,0.46142578125
221,0.05859375,0.60791015625,0.0,0.0,0.2001953125,-0.5810546875,-0.0341796875,-0.14892578125,0.0341796875,0.4638671875
222,0.05615234375,0.60546875,0.0,0.0,0.2001953125,-0.5810546875,-0.0341796875,-0.14892578125,0.0341796875,0.46630859375
223,0.05615234375,0.60546875,0.0,0.0,0.2001953125,-0.5810546875,-0.0341796875,-0.1513671875,0.0341796875,0.46875
224,0.06103515625,0.6005859375,0.0,0.0,0.2001953125,-0.5810546875,-0.0341796875,-0.15380859375,0.03662109375,0.4736328125
